Free surface data file
xf,yf,zf = collocation points
xs,ys,zs = source points
phif = potential on the free surface
sigma = source strength (this is the solution I got)
Number of free surface nodes =  2486
 xf            yf             zf             xs             ys             zs             phif           sigma
-0.179700E+02  0.194914E+01   0.237709E-02  -0.179700E+02   0.194914E+01   0.373578E+00  -0.347491E-01   0.109122E-03
-0.173640E+02  0.194914E+01   0.277689E-02  -0.173640E+02   0.194914E+01   0.373978E+00  -0.376612E-01   0.265631E-04
-0.167902E+02  0.194914E+01   0.294921E-02  -0.167902E+02   0.194914E+01   0.374150E+00  -0.406398E-01   0.271364E-05
-0.162470E+02  0.194914E+01   0.312246E-02  -0.162470E+02   0.194914E+01   0.374323E+00  -0.434711E-01   0.306389E-04
-0.157326E+02  0.194914E+01   0.341440E-02  -0.157326E+02   0.194914E+01   0.374615E+00  -0.464264E-01   0.641259E-04
-0.152456E+02  0.194914E+01   0.363414E-02  -0.152456E+02   0.194914E+01   0.374835E+00  -0.495638E-01  -0.521547E-04
-0.147845E+02  0.194914E+01   0.388017E-02  -0.147845E+02   0.194914E+01   0.375081E+00  -0.527676E-01   0.392347E-04
-0.143480E+02  0.194914E+01   0.437952E-02  -0.143480E+02   0.194914E+01   0.375580E+00  -0.562883E-01   0.100172E-03
-0.139346E+02  0.194914E+01   0.486654E-02  -0.139346E+02   0.194914E+01   0.376067E+00  -0.602675E-01   0.125411E-03
-0.135433E+02  0.194914E+01   0.527781E-02  -0.135433E+02   0.194914E+01   0.376479E+00  -0.645550E-01   0.599443E-04
-0.131727E+02  0.194914E+01   0.562828E-02  -0.131727E+02   0.194914E+01   0.376829E+00  -0.689780E-01   0.128711E-04
-0.128219E+02  0.194914E+01   0.602788E-02  -0.128219E+02   0.194914E+01   0.377229E+00  -0.734910E-01   0.285103E-04
-0.124897E+02  0.194914E+01   0.656125E-02  -0.124897E+02   0.194914E+01   0.377762E+00  -0.782034E-01   0.112000E-03
-0.121752E+02  0.194914E+01   0.722636E-02  -0.121752E+02   0.194914E+01   0.378427E+00  -0.832553E-01   0.466666E-04
-0.118774E+02  0.194914E+01   0.797137E-02  -0.118774E+02   0.194914E+01   0.379172E+00  -0.887071E-01   0.237076E-03
-0.115955E+02  0.194914E+01   0.879366E-02  -0.115955E+02   0.194914E+01   0.379994E+00  -0.945619E-01   0.740744E-04
-0.113286E+02  0.194914E+01   0.958837E-02  -0.113286E+02   0.194914E+01   0.380789E+00  -0.100749E+00   0.305273E-03
-0.110758E+02  0.194914E+01   0.104937E-01  -0.110758E+02   0.194914E+01   0.381694E+00  -0.107255E+00   0.146404E-03
-0.108365E+02  0.194914E+01   0.114962E-01  -0.108365E+02   0.194914E+01   0.382697E+00  -0.114114E+00   0.155834E-03
-0.106099E+02  0.194914E+01   0.126126E-01  -0.106099E+02   0.194914E+01   0.383813E+00  -0.121355E+00   0.122277E-03
-0.103954E+02  0.194914E+01   0.138473E-01  -0.103954E+02   0.194914E+01   0.385048E+00  -0.128995E+00   0.161520E-03
-0.101923E+02  0.194914E+01   0.151817E-01  -0.101923E+02   0.194914E+01   0.386382E+00  -0.137057E+00   0.299918E-03
-0.100000E+02  0.195971E+01   0.165176E-01  -0.100000E+02   0.195971E+01   0.387718E+00  -0.145234E+00   0.193322E-03
-0.980769E+01  0.198718E+01   0.178138E-01  -0.980769E+01   0.198718E+01   0.389015E+00  -0.153593E+00   0.418263E-03
-0.960458E+01  0.202605E+01   0.190764E-01  -0.960458E+01   0.202605E+01   0.390277E+00  -0.162712E+00   0.287502E-03
-0.939006E+01  0.206567E+01   0.203103E-01  -0.939006E+01   0.206567E+01   0.391511E+00  -0.172902E+00   0.471339E-03
-0.916349E+01  0.210596E+01   0.214210E-01  -0.916349E+01   0.210596E+01   0.392622E+00  -0.184131E+00   0.392283E-03
-0.892419E+01  0.214682E+01   0.223007E-01  -0.892419E+01   0.214682E+01   0.393501E+00  -0.196184E+00   0.356769E-03
-0.867144E+01  0.218816E+01   0.228819E-01  -0.867144E+01   0.218816E+01   0.394083E+00  -0.208824E+00   0.221900E-03
-0.840450E+01  0.222984E+01   0.230020E-01  -0.840450E+01   0.222984E+01   0.394203E+00  -0.221711E+00   0.419278E-03
-0.812256E+01  0.227172E+01   0.222853E-01  -0.812256E+01   0.227172E+01   0.393486E+00  -0.234114E+00   0.646387E-03
-0.782478E+01  0.231366E+01   0.204613E-01  -0.782478E+01   0.231366E+01   0.391662E+00  -0.244781E+00   0.992074E-04
-0.751028E+01  0.235548E+01   0.173143E-01  -0.751028E+01   0.235548E+01   0.388515E+00  -0.252277E+00  -0.140688E-02
-0.717810E+01  0.239699E+01   0.132456E-01  -0.717810E+01   0.239699E+01   0.384446E+00  -0.255038E+00  -0.367585E-03
-0.682727E+01  0.243799E+01   0.920722E-02  -0.682727E+01   0.243799E+01   0.380408E+00  -0.252718E+00   0.100965E-02
-0.645673E+01  0.247826E+01   0.509840E-02  -0.645673E+01   0.247826E+01   0.376299E+00  -0.245880E+00  -0.233800E-02
-0.606537E+01  0.251754E+01   0.174334E-02  -0.606537E+01   0.251754E+01   0.372944E+00  -0.235166E+00  -0.150591E-02
-0.565202E+01  0.255557E+01   0.178255E-03  -0.565202E+01   0.255557E+01   0.371379E+00  -0.222850E+00   0.864515E-03
-0.521546E+01  0.259206E+01  -0.113882E-02  -0.521546E+01   0.259206E+01   0.370062E+00  -0.210131E+00  -0.129677E-02
-0.475436E+01  0.262669E+01  -0.240983E-02  -0.475436E+01   0.262669E+01   0.368791E+00  -0.196259E+00  -0.379721E-03
-0.426737E+01  0.265914E+01  -0.345361E-02  -0.426737E+01   0.265914E+01   0.367747E+00  -0.181254E+00  -0.109546E-03
-0.375302E+01  0.268901E+01  -0.454830E-02  -0.375302E+01   0.268901E+01   0.366653E+00  -0.164868E+00  -0.663890E-03
-0.320977E+01  0.271590E+01  -0.533720E-02  -0.320977E+01   0.271590E+01   0.365864E+00  -0.147350E+00  -0.521034E-03
-0.263601E+01  0.273935E+01  -0.620388E-02  -0.263601E+01   0.273935E+01   0.364997E+00  -0.128789E+00  -0.908191E-03
-0.203001E+01  0.275882E+01  -0.708181E-02  -0.203001E+01   0.275882E+01   0.364119E+00  -0.108839E+00  -0.616560E-03
-0.138997E+01  0.277371E+01  -0.780809E-02  -0.138997E+01   0.277371E+01   0.363393E+00  -0.876697E-01  -0.598030E-03
-0.713972E+00  0.278329E+01  -0.853768E-02  -0.713972E+00   0.278329E+01   0.362663E+00  -0.652762E-01  -0.626964E-03
 0.000000E+00  0.278671E+01  -0.924422E-02   0.000000E+00   0.278671E+01   0.361957E+00  -0.415634E-01  -0.439898E-03
 0.713972E+00  0.278329E+01  -0.984152E-02   0.713972E+00   0.278329E+01   0.361359E+00  -0.179570E-01  -0.338906E-03
 0.138997E+01  0.277371E+01  -0.103920E-01   0.138997E+01   0.277371E+01   0.360809E+00   0.433972E-02  -0.321529E-03
 0.203001E+01  0.275882E+01  -0.109468E-01   0.203001E+01   0.275882E+01   0.360254E+00   0.255918E-01  -0.317969E-03
 0.263601E+01  0.273935E+01  -0.115245E-01   0.263601E+01   0.273935E+01   0.359676E+00   0.460712E-01  -0.296797E-03
 0.320977E+01  0.271590E+01  -0.120034E-01   0.320977E+01   0.271590E+01   0.359197E+00   0.657921E-01  -0.552548E-04
 0.375302E+01  0.268901E+01  -0.124162E-01   0.375302E+01   0.268901E+01   0.358785E+00   0.845174E-01  -0.238641E-03
 0.426737E+01  0.265914E+01  -0.130489E-01   0.426737E+01   0.265914E+01   0.358152E+00   0.102558E+00  -0.388006E-03
 0.475436E+01  0.262669E+01  -0.134162E-01   0.475436E+01   0.262669E+01   0.357785E+00   0.119974E+00   0.421073E-03
 0.521546E+01  0.259206E+01  -0.133953E-01   0.521546E+01   0.259206E+01   0.357805E+00   0.136202E+00   0.414805E-04
 0.565202E+01  0.255557E+01  -0.136237E-01   0.565202E+01   0.255557E+01   0.357577E+00   0.151380E+00  -0.416400E-03
 0.606537E+01  0.251754E+01  -0.138646E-01   0.606537E+01   0.251754E+01   0.357336E+00   0.165909E+00  -0.229455E-03
 0.645673E+01  0.247826E+01  -0.138428E-01   0.645673E+01   0.247826E+01   0.357358E+00   0.179649E+00   0.818702E-04
 0.682727E+01  0.243800E+01  -0.135905E-01   0.682727E+01   0.243800E+01   0.357610E+00   0.192329E+00   0.137613E-03
 0.717810E+01  0.239699E+01  -0.132337E-01   0.717810E+01   0.239699E+01   0.357967E+00   0.203891E+00   0.156488E-04
 0.751028E+01  0.235548E+01  -0.127832E-01   0.751028E+01   0.235548E+01   0.358418E+00   0.214384E+00   0.697335E-04
 0.782478E+01  0.231366E+01  -0.121641E-01   0.782478E+01   0.231366E+01   0.359037E+00   0.223783E+00  -0.800482E-04
 0.812256E+01  0.227172E+01  -0.114899E-01   0.812256E+01   0.227172E+01   0.359711E+00   0.232107E+00   0.181507E-03
 0.840450E+01  0.222984E+01  -0.105591E-01   0.840450E+01   0.222984E+01   0.360642E+00   0.239291E+00   0.171908E-03
 0.867144E+01  0.218816E+01  -0.941136E-02   0.867144E+01   0.218816E+01   0.361789E+00   0.245223E+00   0.237185E-03
 0.892419E+01  0.214682E+01  -0.806425E-02   0.892419E+01   0.214682E+01   0.363137E+00   0.249833E+00   0.167021E-03
 0.916349E+01  0.210596E+01  -0.648973E-02   0.916349E+01   0.210596E+01   0.364711E+00   0.253103E+00   0.351449E-03
 0.939006E+01  0.206567E+01  -0.474007E-02   0.939006E+01   0.206567E+01   0.366461E+00   0.254947E+00   0.287579E-03
 0.960458E+01  0.202605E+01  -0.274671E-02   0.960458E+01   0.202605E+01   0.368454E+00   0.255430E+00   0.264654E-03
 0.980769E+01  0.198718E+01  -0.603057E-03   0.980769E+01   0.198718E+01   0.370598E+00   0.254493E+00   0.720861E-03
 0.100000E+02  0.195971E+01   0.163147E-02   0.100000E+02   0.195971E+01   0.372832E+00   0.250979E+00   0.174935E-03
 0.102564E+02  0.194914E+01   0.476704E-02   0.102564E+02   0.194914E+01   0.375968E+00   0.241626E+00   0.868995E-03
 0.105219E+02  0.194914E+01   0.791190E-02   0.105219E+02   0.194914E+01   0.379113E+00   0.228297E+00   0.661847E-03
 0.107969E+02  0.194914E+01   0.109960E-01   0.107969E+02   0.194914E+01   0.382197E+00   0.212001E+00   0.886956E-03
 0.110817E+02  0.194914E+01   0.136928E-01   0.110817E+02   0.194914E+01   0.384894E+00   0.192946E+00   0.776253E-03
 0.113766E+02  0.194914E+01   0.155416E-01   0.113766E+02   0.194914E+01   0.386742E+00   0.171867E+00   0.791014E-03
 0.116820E+02  0.194914E+01   0.161180E-01   0.116820E+02   0.194914E+01   0.387319E+00   0.150131E+00   0.569184E-03
 0.119982E+02  0.194914E+01   0.150594E-01   0.119982E+02   0.194914E+01   0.386260E+00   0.129710E+00   0.178938E-03
 0.123257E+02  0.194914E+01   0.124114E-01   0.123257E+02   0.194914E+01   0.383612E+00   0.112798E+00  -0.168555E-03
 0.126648E+02  0.194914E+01   0.885032E-02   0.126648E+02   0.194914E+01   0.380051E+00   0.100947E+00  -0.384445E-03
 0.130161E+02  0.194914E+01   0.558313E-02   0.130161E+02   0.194914E+01   0.376784E+00   0.940172E-01  -0.708365E-03
 0.133798E+02  0.194914E+01   0.366632E-02   0.133798E+02   0.194914E+01   0.374867E+00   0.899154E-01  -0.499028E-03
 0.137564E+02  0.194914E+01   0.315166E-02   0.137564E+02   0.194914E+01   0.374352E+00   0.860869E-01   0.428965E-04
 0.141465E+02  0.194914E+01   0.318340E-02   0.141465E+02   0.194914E+01   0.374384E+00   0.814558E-01   0.241684E-03
 0.145504E+02  0.194914E+01   0.301718E-02   0.145504E+02   0.194914E+01   0.374218E+00   0.764939E-01   0.154916E-03
 0.149687E+02  0.194914E+01   0.258876E-02   0.149687E+02   0.194914E+01   0.373790E+00   0.719410E-01   0.424245E-04
 0.154018E+02  0.194914E+01   0.226148E-02   0.154018E+02   0.194914E+01   0.373462E+00   0.679361E-01  -0.291912E-04
 0.158504E+02  0.194914E+01   0.205098E-02   0.158504E+02   0.194914E+01   0.373252E+00   0.642395E-01   0.959102E-04
 0.163150E+02  0.194914E+01   0.183321E-02   0.163150E+02   0.194914E+01   0.373034E+00   0.607891E-01   0.725167E-04
 0.167960E+02  0.194914E+01   0.157039E-02   0.167960E+02   0.194914E+01   0.372771E+00   0.576611E-01  -0.337935E-04
 0.172942E+02  0.194914E+01   0.135822E-02   0.172942E+02   0.194914E+01   0.372559E+00   0.548536E-01  -0.132172E-04
 0.178101E+02  0.194914E+01   0.126999E-02   0.178101E+02   0.194914E+01   0.372471E+00   0.522013E-01   0.882076E-04
 0.183444E+02  0.194914E+01   0.113918E-02   0.183444E+02   0.194914E+01   0.372340E+00   0.496016E-01   0.231752E-04
 0.188976E+02  0.194914E+01   0.892948E-03   0.188976E+02   0.194914E+01   0.372094E+00   0.472876E-01  -0.201131E-06
 0.194706E+02  0.194914E+01   0.703678E-03   0.194706E+02   0.194914E+01   0.371904E+00   0.453319E-01   0.285715E-04
 0.200639E+02  0.194914E+01   0.588533E-03   0.200639E+02   0.194914E+01   0.371789E+00   0.434721E-01   0.660487E-04
 0.206783E+02  0.194914E+01   0.473501E-03   0.206783E+02   0.194914E+01   0.371674E+00   0.415661E-01   0.452559E-04
 0.213146E+02  0.194914E+01   0.367981E-03   0.213146E+02   0.194914E+01   0.371569E+00   0.397719E-01   0.322198E-04
 0.219736E+02  0.194914E+01   0.288286E-03   0.219736E+02   0.194914E+01   0.371489E+00   0.382281E-01   0.392650E-04
 0.226559E+02  0.194914E+01   0.169284E-03   0.226559E+02   0.194914E+01   0.371370E+00   0.368845E-01   0.561935E-04
 0.233626E+02  0.194914E+01  -0.162787E-04   0.233626E+02   0.194914E+01   0.371185E+00   0.356093E-01   0.778610E-04
 0.240944E+02  0.194914E+01  -0.228300E-03   0.240944E+02   0.194914E+01   0.370973E+00   0.342199E-01   0.945772E-04
 0.248522E+02  0.194914E+01  -0.469995E-03   0.248522E+02   0.194914E+01   0.370731E+00   0.326344E-01   0.922226E-04
 0.256370E+02  0.194914E+01  -0.718873E-03   0.256370E+02   0.194914E+01   0.370482E+00   0.309258E-01   0.866894E-04
 0.264497E+02  0.194914E+01  -0.910465E-03   0.264497E+02   0.194914E+01   0.370290E+00   0.291353E-01   0.854350E-04
 0.272913E+02  0.194914E+01  -0.103555E-02   0.272913E+02   0.194914E+01   0.370165E+00   0.272271E-01   0.668266E-04
 0.281628E+02  0.194914E+01  -0.115798E-02   0.281628E+02   0.194914E+01   0.370043E+00   0.253538E-01   0.569478E-04
 0.290654E+02  0.194914E+01  -0.112949E-02   0.290654E+02   0.194914E+01   0.370071E+00   0.235419E-01   0.105630E-03
-0.200000E+02  0.232952E+01   0.100485E-02  -0.200000E+02   0.232952E+01   0.392301E+00  -0.319653E-01  -0.277436E-03
-0.192860E+02  0.232952E+01   0.100485E-02  -0.192860E+02   0.232952E+01   0.392301E+00  -0.319653E-01   0.734823E-04
-0.186100E+02  0.232952E+01   0.160159E-02  -0.186100E+02   0.232952E+01   0.392897E+00  -0.325132E-01   0.161953E-03
-0.179700E+02  0.232952E+01   0.231936E-02  -0.179700E+02   0.232952E+01   0.393615E+00  -0.344442E-01   0.138004E-03
-0.173640E+02  0.232952E+01   0.276273E-02  -0.173640E+02   0.232952E+01   0.394059E+00  -0.373046E-01   0.480084E-04
-0.167902E+02  0.232952E+01   0.293820E-02  -0.167902E+02   0.232952E+01   0.394234E+00  -0.402927E-01  -0.427418E-05
-0.162470E+02  0.232952E+01   0.308356E-02  -0.162470E+02   0.232952E+01   0.394379E+00  -0.430833E-01   0.316956E-04
-0.157326E+02  0.232952E+01   0.335640E-02  -0.157326E+02   0.232952E+01   0.394652E+00  -0.459531E-01   0.476937E-04
-0.152456E+02  0.232952E+01   0.354796E-02  -0.152456E+02   0.232952E+01   0.394844E+00  -0.489693E-01  -0.124107E-03
-0.147845E+02  0.232952E+01   0.382254E-02  -0.147845E+02   0.232952E+01   0.395118E+00  -0.520640E-01   0.302558E-03
-0.143480E+02  0.232952E+01   0.436739E-02  -0.143480E+02   0.232952E+01   0.395663E+00  -0.555559E-01   0.142040E-03
-0.139346E+02  0.232952E+01   0.476227E-02  -0.139346E+02   0.232952E+01   0.396058E+00  -0.594539E-01  -0.368577E-04
-0.135433E+02  0.232952E+01   0.506671E-02  -0.135433E+02   0.232952E+01   0.396363E+00  -0.635080E-01  -0.433053E-04
-0.131727E+02  0.232952E+01   0.538616E-02  -0.131727E+02   0.232952E+01   0.396682E+00  -0.676327E-01   0.518150E-04
-0.128219E+02  0.232952E+01   0.579474E-02  -0.128219E+02   0.232952E+01   0.397091E+00  -0.718762E-01   0.100196E-03
-0.124897E+02  0.232952E+01   0.631279E-02  -0.124897E+02   0.232952E+01   0.397609E+00  -0.763442E-01   0.233081E-03
-0.121752E+02  0.232952E+01   0.691679E-02  -0.121752E+02   0.232952E+01   0.398213E+00  -0.811190E-01  -0.636511E-04
-0.118774E+02  0.232952E+01   0.757633E-02  -0.118774E+02   0.232952E+01   0.398872E+00  -0.862185E-01   0.981083E-03
-0.115955E+02  0.232952E+01   0.834636E-02  -0.115955E+02   0.232952E+01   0.399642E+00  -0.916658E-01  -0.698739E-03
-0.113286E+02  0.232952E+01   0.878645E-02  -0.113286E+02   0.232952E+01   0.400082E+00  -0.972673E-01   0.259056E-04
-0.110758E+02  0.232952E+01   0.938419E-02  -0.110758E+02   0.232952E+01   0.400680E+00  -0.102933E+00  -0.126121E-03
-0.108365E+02  0.232952E+01   0.101516E-01  -0.108365E+02   0.232952E+01   0.401447E+00  -0.108784E+00   0.239322E-03
-0.106099E+02  0.232952E+01   0.110718E-01  -0.106099E+02   0.232952E+01   0.402368E+00  -0.114925E+00   0.269835E-03
-0.103954E+02  0.232952E+01   0.120796E-01  -0.103954E+02   0.232952E+01   0.403375E+00  -0.121386E+00   0.342498E-03
-0.101923E+02  0.232952E+01   0.131052E-01  -0.101923E+02   0.232952E+01   0.404401E+00  -0.128153E+00   0.343142E-03
-0.100000E+02  0.233969E+01   0.140568E-01  -0.100000E+02   0.233969E+01   0.405353E+00  -0.134911E+00   0.164185E-03
-0.980769E+01  0.236613E+01   0.149030E-01  -0.980769E+01   0.236613E+01   0.406199E+00  -0.141666E+00   0.310406E-03
-0.960458E+01  0.240352E+01   0.156573E-01  -0.960458E+01   0.240352E+01   0.406953E+00  -0.148837E+00   0.137252E-03
-0.939006E+01  0.244164E+01   0.163612E-01  -0.939006E+01   0.244164E+01   0.407657E+00  -0.156636E+00   0.223938E-03
-0.916349E+01  0.248041E+01   0.170149E-01  -0.916349E+01   0.248041E+01   0.408311E+00  -0.165039E+00   0.225255E-03
-0.892419E+01  0.251972E+01   0.175983E-01  -0.892419E+01   0.251972E+01   0.408894E+00  -0.173974E+00   0.389957E-03
-0.867144E+01  0.255949E+01   0.180192E-01  -0.867144E+01   0.255949E+01   0.409315E+00  -0.183383E+00   0.461070E-03
-0.840450E+01  0.259959E+01   0.180613E-01  -0.840450E+01   0.259959E+01   0.409357E+00  -0.193001E+00   0.146963E-03
-0.812256E+01  0.263989E+01   0.174625E-01  -0.812256E+01   0.263989E+01   0.408758E+00  -0.202185E+00  -0.131765E-03
-0.782478E+01  0.268025E+01   0.163257E-01  -0.782478E+01   0.268025E+01   0.407621E+00  -0.210173E+00   0.209302E-03
-0.751028E+01  0.272048E+01   0.146016E-01  -0.751028E+01   0.272048E+01   0.405897E+00  -0.216371E+00   0.279198E-03
-0.717810E+01  0.276043E+01   0.121293E-01  -0.717810E+01   0.276043E+01   0.403425E+00  -0.219912E+00  -0.547437E-03
-0.682727E+01  0.279988E+01   0.913364E-02  -0.682727E+01   0.279988E+01   0.400429E+00  -0.220003E+00  -0.102550E-02
-0.645673E+01  0.283862E+01   0.623408E-02  -0.645673E+01   0.283862E+01   0.397530E+00  -0.216453E+00  -0.124954E-04
-0.606537E+01  0.287641E+01   0.369212E-02  -0.606537E+01   0.287641E+01   0.394988E+00  -0.209933E+00  -0.619127E-03
-0.565202E+01  0.291300E+01   0.146597E-02  -0.565202E+01   0.291300E+01   0.392762E+00  -0.201020E+00  -0.115553E-02
-0.521546E+01  0.294811E+01  -0.892550E-04  -0.521546E+01   0.294811E+01   0.391207E+00  -0.190455E+00  -0.862298E-04
-0.475436E+01  0.298144E+01  -0.137947E-02  -0.475436E+01   0.298144E+01   0.389916E+00  -0.178752E+00  -0.497958E-03
-0.426737E+01  0.301265E+01  -0.252715E-02  -0.426737E+01   0.301265E+01   0.388769E+00  -0.165752E+00  -0.441275E-03
-0.375302E+01  0.304139E+01  -0.352195E-02  -0.375302E+01   0.304139E+01   0.387774E+00  -0.151645E+00  -0.425278E-03
-0.320977E+01  0.306727E+01  -0.459923E-02  -0.320977E+01   0.306727E+01   0.386697E+00  -0.136234E+00  -0.377671E-03
-0.263601E+01  0.308982E+01  -0.545717E-02  -0.263601E+01   0.308982E+01   0.385839E+00  -0.119492E+00  -0.384563E-04
-0.203001E+01  0.310856E+01  -0.619335E-02  -0.203001E+01   0.310856E+01   0.385102E+00  -0.101690E+00  -0.246962E-03
-0.138997E+01  0.312288E+01  -0.696534E-02  -0.138997E+01   0.312288E+01   0.384330E+00  -0.826410E-01  -0.233339E-03
-0.713972E+00  0.313211E+01  -0.765776E-02  -0.713972E+00   0.313211E+01   0.383638E+00  -0.622967E-01  -0.111670E-03
 0.000000E+00  0.313540E+01  -0.831010E-02   0.000000E+00   0.313540E+01   0.382986E+00  -0.407609E-01  -0.166941E-03
 0.713972E+00  0.313211E+01  -0.887251E-02   0.713972E+00   0.313211E+01   0.382423E+00  -0.192891E-01  -0.176516E-03
 0.138997E+01  0.312288E+01  -0.938882E-02   0.138997E+01   0.312288E+01   0.381907E+00   0.106770E-02  -0.220145E-03
 0.203001E+01  0.310856E+01  -0.986627E-02   0.203001E+01   0.310856E+01   0.381430E+00   0.204938E-01  -0.184499E-03
 0.263601E+01  0.308982E+01  -0.103251E-01   0.263601E+01   0.308982E+01   0.380971E+00   0.390525E-01  -0.211199E-03
 0.320977E+01  0.306727E+01  -0.108321E-01   0.320977E+01   0.306727E+01   0.380464E+00   0.568217E-01  -0.294240E-03
 0.375302E+01  0.304139E+01  -0.112751E-01   0.375302E+01   0.304139E+01   0.380021E+00   0.738442E-01  -0.851758E-04
 0.426737E+01  0.301265E+01  -0.114956E-01   0.426737E+01   0.301265E+01   0.379800E+00   0.898569E-01   0.506276E-04
 0.475436E+01  0.298144E+01  -0.118244E-01   0.475436E+01   0.298144E+01   0.379471E+00   0.104928E+00  -0.657290E-03
 0.521546E+01  0.294811E+01  -0.122774E-01   0.521546E+01   0.294811E+01   0.379018E+00   0.119483E+00  -0.264669E-03
 0.565202E+01  0.291300E+01  -0.123476E-01   0.565202E+01   0.291300E+01   0.378948E+00   0.133306E+00   0.216948E-03
 0.606537E+01  0.287641E+01  -0.122039E-01   0.606537E+01   0.287641E+01   0.379092E+00   0.146014E+00   0.111769E-03
 0.645673E+01  0.283862E+01  -0.120807E-01   0.645673E+01   0.283862E+01   0.379215E+00   0.157657E+00  -0.141415E-03
 0.682727E+01  0.279988E+01  -0.119477E-01   0.682727E+01   0.279988E+01   0.379348E+00   0.168417E+00  -0.600994E-04
